Position,Job_Details
"
              Senior Sales Executive","Finastra: Who are we?

Formed in 2017 by the combination of Misys and D+H, we provide the broadest portfolio of financial services software in the world today—spanning retail banking, transaction banking, lending, capital markets and treasury.

Our solutions enable customers to deploy mission critical technology on premises or in the cloud. With our scale and geographical reach, we drive valued solutions and opportunity for customers regardless of size or geography. Through our open, secure, and reliable solutions, we empower customers to accelerate growth, optimize cost, mitigate risk and continually evolve to meet their changing needs.

Why work for Finastra?

At Finastra we are changing the world of financial services. We unlock the potential of people and businesses in finance, creating a platform for open innovation through our incredible ecosystem and talent in more than 40 countries across the world. We revel in global knowledge sharing, diversity and opportunity and that puts Finastra in the best position to create client value as we cooperate and co-create, together. Each one of our 10,000 people is part of one team, leveraging the wealth of our collective knowledge, passion and creativity. This is your opportunity to join a world-class team, working with people who are leading the financial services industry through innovation, growth and value.

…What will you contribute?

As part of the sales team in Singapore, you will report to the Regional Director, and play an important role in helping to build fundamental account plans, operational strategy and drive sales activities.

Responsibilities & Deliverables

Your deliverables as Senior Sales Executive will include, but are not limited to, the following:
You will manage selling of Finastra Treasury Capital Markets products – manage and close opportunities with appropriate authorization to achieve or exceed financial targets.You will provide forecasting in terms of timely and accurate forecasts in Finastra format that enable short term (sales), medium term (revenue) and long termYou will identify market opportunities that develop and grow a strong sales pipeline which will ensure annual targets are met.You will establish agreed short and long-term account plans for new customers to ensure prospective clients key requirements are being met thus leading to increased revenue.You will initiate and manage the sales cycle to ensure the Finastra standards are adhered to.You will take a lead role in advising, preparing and presenting proposals to new prospects to ensure the Finastra standards are followed and to ensure the opportunity is maximized to the full potential.You will build long-term relationships with senior bankers in our target segment to ensure they are kept informed of the any new developments within the Finastra products which in turn will assist in the development and growth of the businessYou will assist in the sales cycle in terms of the project definition for third party / consultancy sales to ensure Finastra optimizes every sales opportunity through these partnerships.You will complete market research to provide accurate profiles of allocated banks in terms of their existing product/system, key personnel and strategy in terms of future development of their system and competitor products, personnel and activities to ensure key personnel within Finastra are kept informed of our position within the marketplace.You will establish and maintain contact with Product Centers and Marketing to gain additional market and product information that will lead to additional sales opportunities Initiate and coordinate management of joint marketing and sales initiatives to ensure there is a consistent delivery & representation of Finastra to the market place.You will establish and keep close contact with Pre-sales to ensure that sales opportunities have the appropriate level of sales support resource

Qualifications
Possess a university degree with at least 10 years of software selling experienceAt least 5 years of selling into financial services industry, such as banks, asset management companies and insurance, is essentialYou will ideally come from blue-chip Tier 1 or 2 system integrators or software solution companies with strong ability to conceptualizeBuild value propositions that deliver a compelling message

Candidate Attributes
Self-starter with a go-getter attitudeHungry for achievements whilst maintaining good working relationships with clients and internal stakeholdersCreative in driving solution selling skills with account managementA hunter mentality.
  

The above statements describe the general nature and level of work being performed by people assigned to this job. They are not intended to be an exhaustive list of all responsibilities, duties, and skills required. Reasonable accommodations may be made to enable qualified individuals with disabilities to perform the essential job functions. If you need assistance or an accommodation due to disability please contact your recruitment partner."
"
              Sr Human Resources Business Partner (HRBP)","Sendbird is the world's leading chat & messaging platform as a service in addition to voice and video. Our mission is to build connections in a digital world. We believe that digital doesn't have to mean impersonal, that physical boundaries shouldn't create relationship boundaries. We believe in authenticity over superficiality, and in conversations over text messages. We're a Y Combinator alumnus (W16) and have raised over $120M from leading investors including ICONIQ Capital, Tiger Global Management, Shasta Ventures, August Capital, and FundersClub. We are headquartered in San Mateo, CA, and also have offices around the world including Seoul, New York City, London, and Singapore.

The People & Culture team at Sendbird is committed to creating an engaging environment in which employees can perform at their fullest potential. We are looking for an experienced Human Resources Business Partner (HRBP) to help craft and implement strategies, programs, and processes that attract, manage, develop, and retain our amazing team.

You will play a key role in helping to shape and drive the talent agenda supporting business goals and be on the front line working closely with business leaders to provide hands-on and strategic input, insight, and advice concerning employee relations, performance management, coaching/development, compensation, conflict management, organizational development, training and more.

What You'll Do:

 Ensure the successful and consistent delivery of core programs across our talent management portfolio including performance management, compensation, promotions, engagement surveys, career development.  Apply talent management expertise to the development, design, and implementation of new talent management programs and processes. Continue the transformation of our performance management program. This includes but is not limited to goal setting, quarterly growth/impact/goal conversations, continuous feedback approach, critical role, and critical talent identification, and succession planning. Coach and advise managers and employees on a variety of components impacting employee experiences such as employee relations, first-tier investigations, rewards and recognition, compensation, and performance management.  Assess organizational needs to develop, manage, and deliver a learning strategy including our first-ever Manager development program. Build strong relationships and provide clear direction while promoting team productivity and cohesiveness. Manage and engage global, cross-functional project teams, including making connections and supporting collaboration, and establishing regular communication channels among team/efforts. Help drive our mission, vision, and values into the org; participate in the development and execution of People & Culture roadmap, and create ""moments that matter"" throughout the employee journey 
Who You Are:

 Excited about engagement - you are passionate about creating an environment where employees are engaged and able to perform at their fullest potential.  Critical thinker - you use a combination of judgment, intuition, and constant curiosity to draw the best conclusions and shape a path forward. Emotionally intelligent - you can build strong trust with leaders and employees.  Empathetic - you connect well with employees and understand their needs.  Motivated by challenges - you bring a positive tone and an eye for solutions and energy for rolling up your sleeves and doing whatever needs to be done.  Deeply responsible - Exhibit utmost sensitivity to the confidential and critical nature of employee information and activities.  Flexible and adaptable - you thrive in a fast-paced, dynamic environment. You don't take yourself too seriously. High-reaching and like to win - together. You thrive off of working with smart, creative people that challenge you to perform at a higher level . Comfortable in ambiguity - you have a track record of making sound decisions in complex situations . 

You Have:

 B.S. or B.A. degree and 12+ years of relevant progressive career experience; 2+ years of people management experience preferred.  Strong foundation across all Human Resources functional areas including talent development, organizational development, change management, compensation and benefits, compliance/legal policies, learning and development, rewards, engagement, employee relations, etc. Extensive performance management and employee relations experience including conducting thorough investigations of complex employee relations issues. Deep project management skills. Must be able to effectively plan, organize, and drive projects to completion.  Excellent written and verbal communications skills; experience developing and executing strategic internal communications campaigns that inform, engage, and inspire employees in a way that's uniquely Sendbird.  

Finally, there is no such thing as a perfect candidate. SendBird is a place where everyone can learn and grow. We encourage you to apply if this role excites you.

At Sendbird, one of our core values is Global Citizenship. We respect, promote, and encourage diversity for equal employment opportunities. We do not discriminate on the basis of race, color, religion, marital status, age, national origin, ancestry, physical or mental disability, medical condition, pregnancy, gender, sexual orientation, gender identity or expression, veteran status, or any other status protected under federal state, or local law."
"
              Senior Marketing Manager","Job responsibility Develop growth initiatives including integrated co-marketing campaigns, product partnerships, and corporate promotions to drive customer acquisition and maximize revenue growthIdentify and network with potential partners to build successful and high impact partnerships; Translate established partnerships to effective programs to impact business and achieve business goals.Define and refine KKday’s brand positioning in Korea, proactively present, and deliver to internal/external business partners. Closely collaborate with cross-functional teams and stakeholders to facilitate communication and objectives alignment.Job requirements Background5+ years prior experience in integrated marketingIdeally in an online environment/travel industry. Experiences in partnership campaigns and PR communication is a plus.Hard skillsExcellent command of English or Chinese.Ability to translate established relationships to programs that impact the businessAbility to have effective communication with teams across different offices and cultural backgroundsExperience in processing strategy into a target and monitor framework for different go to market channelsCulture fitWillingness to take commitment and have a good sense of ownership.Be dedicated to meaningful things, develop expertise, cultivate interests, pursue dreams, and stay passionate.
 

 

          직급
        

          과장·부장
        




          업계
        


              레저·관광
            




        고용형태
      

        풀타임
      





          직종
        


              사업개발
            

              광고
            

              고객 상담"
"
              Experienced Consultant - Supply Chain Management","Apply Now

Qualifications
Advanced graduate degree preferred (e.g., MBA)5 to 10 years of Supply Chain Management and/or Consulting experience Professional experience preferably in Automotive, IT/High-tech, Industrial/Consumer Goods, Retail or General Merchandising Store (GMS) and Logistics Services sectorLed or had a core role in projects in one of the following areas design and implementation of logistics strategy, network design and optimization, transportation, warehouse design and optimization, supply chain planning and management processes, supply chain modelling and optimization, supply chain softwareAbility to work collaboratively in a team environmentSkills to communicate complex ideas effectively

Who You'll Work With
You’ll be working with McKinsey’s Operations practice in one of our offices within Asia.

Our Operations practice assists our clients in solving complex operational challenges. Blending strategic thinking with hands-on practicality, our teams of consultants and experts work to develop and implement operational strategies that solve our clients' most critical problems.

Our Supply Chain Management service line is part of our Operations Practice and helps leading companies in all industries develop and implement future-oriented logistics strategies. We do this by making significant improvements in customer service while reducing invested capital and cost by transforming and optimizing their supply chains from end to end.

What You'll Do
You will work in teams with our clients to define new organizational structures, roles and processes across global supply chain/network organizations.

This includes gathering and analyzing information, formulating and testing hypotheses, and developing recommendations for presentation to client management. From there, you will implement those recommendations with client team members.

Typical projects may involve upgrading line and staff skills, changing the structure of reporting relationships, developing improved processes and procedures, and instituting rigorous target-setting and performance-monitoring systems. You will work with the client to realize immediate savings by building and executing network strategies and rationalize operational assets and networks to achieve higher levels of effectiveness and efficiencies.

You’ll also gain new skills and build on the strengths you bring to the firm. Consultants receive exceptional training as well as frequent coaching and mentoring from colleagues on their teams."
"
              Director, Store Development & Real Estate","This role will be have co-responsibilities for both channels and dual reporting to Retail Senior director and Sales VP.

Purpose & Overall Relevance For The Organization

Lead and manage store & real estate development through generalizing global & regional guide to local arrangements

Key Responsibilities

Real Estate (New Property & Contract Renewal)
 Manage identifying potential locations & evaluate alternative locations on demand. Manage and provide feedback to set up expansion strategy based on profit evaluation and BPM process. Lead and confirm the negotiation conditions and contract status. Build and maintain close relationship with landlords for new store openings, rent re-negotiations of current stores before contract expire and premium outlet developers to ensure proper market representation of our brands and achieve best deal possible (price and space) Lead to represent the assigned account (s) internally as an ambassador towards all functions and vice versa and manage all interfaces. Manage set-up and implementation of store development activities by collaborating as well as coordinating all involved functions
Project Management (Store Rollout & Budget Management)
 Lead and confirm to produce consistent fixture list and construction drawings for store role out algined with APAC and relevent teams. Manage to organize relevant training / workshops and design approval process and aligned with APAC guideline. Lead to get approval for all contract on time. Lead long term store portfolio strategy by managing leases, aligned with the overall adidas Korea strategy as per the Integrated Distribution Roadmap principles. Advice and consult the Senior Leadership team of long term location and lease commitments
Construction Management (Site Management)
 Lead and manage to conduct site survey, architectural structure evalation, schedule setting, cost and quality for approriate business measurements by adidas standard. Drive inspection and reviewing projects to monitor compliance with H&S guideline Lead design brifing by landlord / department store and other required techincal meetings. Lead communication of interior manual and guideline with APAC and Global Develop local store interior manual through understanding the global & APAC guidelines and specifications Final confirm for proposed layout and other local design elemant to improve store circumstance according to Global guideline
Fixture Order Fulfillment (Order Management)
 Review the list of order, place of fixture on RSP for all project. Review the order booking and import management and shipment tracking.
Life Cycle Management (Store Maintenance) 
 Drive searching new equipments by healthy material and developing store environment to maintain top energy efficiency class and aligned with governance standard. Lead all quiality maintenance of store enviromnemt and fixtures. Manage reporting energy data and eco score card for all retail store opening.
Budget & Expenses
 Estimation of operation budget, development working budget and CAPEX budget as well as delivering any reports associated.
Personnel Management
 Constantly share new knowledges with the team. Identify the training needs of the team and develop training plans Maintain good communications with the global and regional team for new initiatives and local implementations
Key Relationships

Retail and Sales dept / central procurement / VM dept / Trade Marketing dept/ interior contractor/façade contractor/GMAP/Real Estate management group

Knowledge Skills And Abilities
 Leadership and influencing skills Fluent in English and Korean Advanced knowledge of real estate and store development Strong negotiation skills Structured, organized and process orientated Strong retail design experience in a recognised top tier interior company Over 10 years experience in interior construction management Over 10years experience in real estate property management
Requisite Education And Experience / Minimum Qualifications
Bachelor Degree in Architecture or Interior Design or Art Associate Degree High proficiency of MS office (Outlook / Word / Excel / PowerPoint) AutoCAD / Adobe Photoshop / Adobe Illustrator Management Experience: 3 years"
"
              Medical Director, APAC","코반스에서 메디컬 디렉터를 채용중입니다! 
코반스 (Parent company: LabCorp)는 지속적인 성장과 체계적인 시스템 및 업무환경의 Global Top tier CRO로서, 매년 비지니스 확장과 직원수 증가로 현재 전세계 6만명 이상의 직원들이 근무하고 있습니다.
특히, 코반스 코리아는 Global CRO 중에서도 유일하게 전체 Spectrum, 즉 전 임상부터 Commercial까지 Full service를 제공할 수 있는 유일한 CRO입니다.
한국은 2005년에 Legal entity 를 설립한 이후 1상부터 4상까지 다양한 indication 의 임상시험을 진행하고 있고, 정확하고 전문적인 성과로 더 크게 성장하고 있습니다.
처음으로 코반스코리아에서 채용하는 Medical Director는 코반스 한국 뿐 아니라 APAC 전체의 Clinical Trials과 Medical Development의 전반적은 자문역할을 하며, 파트너사들과의 임상연구 프로토콜의 의학적 측면에서의 전략과 실행을 담당하게 됩니다. 또한 제약/바이오 회사들과 전략적 파트너로서의 코반스를 대표하는 APAC Medical 팀의 핵심적인 역할을 하게 됩니다.
주요업무의약품 안정성 관리 모니터링 및 데이타리뷰임상 관련 데이타, 프로토콜 개발 및 리뷰임상 사이트 연구자 미팅 참여 및 임상연구 지원임상연구 전반적인 임상/메디컬/전략 자문파트너사 개발 및 비딩참여, 서포트 업무
자격요건5년 이상 Safety monitoring 경험제약회사 또는 CRO에서 Clinical Research 경험 선호병원 임상 의사 경험 / 1상-3상 임상 경험 (Oncology / Haematology) 우대의학전공 의사면허 소지자 (종양학/ 혈액학 및 관련전공자)
Medical Director, APAC 
Discover new opportunities to grow your career as a Medical Director!Are you ready to redefine what’s possible, and discover your extraordinary potential at Covance? A career here provides the unique chance to create a lasting impact and difference in our patient’s lives. Joining our team will offer you a rewarding career, an opportunity to work in a high-energy & collaborative workplace, along with access to comprehensive benefits. Your work will be meaningful, the patient outcomes are real, and the results are lasting. With the support of exceptional people from across the globe and an energized purpose, you’ll be empowered to own your career journey with mentoring, training and personalized development planning. Our mission is to help our clients bring the miracles of medicine to market sooner -- join us for your next career move. Reporting to the Senior Medical Director, the primary role of the Medical Director / Physician is to provide subject matter expertise in support of advancing clinical trials and drug development. In partnership with Covance clients, he/she will be expected to be a key contributor to the medical strategy and execution of clinical programs. Furthermore, the Medical Director will play a key role in client relations and business development representing Covance in proposals and industry meetings as needed. This is an office based role in Seoul with travel across the APAC region and Globally as needed. Additional responsibilities include; Medical and safety monitoring and data reviewDevelop, review, and revise protocols, CRF, training materials, code/data tables, listing and figuresActively participates and assists in preparations for investigator meetingsParticipates in project risk assessment activitiesProvides clinical and medical expertise to other Covance departmentsContributes to the scientific strategic leadership for a given therapeutic areaPartner with sales and support business development efforts; bid defence meetings, conferences, etc.
Education/QualificationsMD degree covering Oncology/Hemotology therapeutic areasBoard Certification historyRelevant sub specialty fellowship trainingExcellent communication and interpersonal skillsAbility to travel across Asia Pacific and globally
Experience5+ years medical safety monitoring experienceClinical research experience with a CRO or PharmaceuticalExperience supporting Phase I - III clinical trialsStrong knowledge and experience with Oncology/Haematology clinical trialsPrevious experience in medical practice/patient careExperience attending and presenting at bid defence meetings"
"
              [화학/사업개발] Korea Assembly Business Development Engineer","An international chemical manufacturing company is searching for a Korea Assembly Business Development Engineer. The chosen candidate will be responsible for driving business development, marketing, and communication operations.

Responsibilities
 Oversee new business development for assembly applications Drive market development strategy implementation Give input on product development projects Attend trade shows and conferences Assist in creating brand strategies Develop regular activity reports 

Requirements
 Bachelor’s degree or above in adhesives, polymers, or material science 7+ years of experience in business development or product management Experience working in matric organisations Proficiency in Microsoft Office, Salesforce, LinkedIn, and CRM software Ability and willingness to travel regularly Written and verbal English proficiency 

About The Company

This company, working in the chemical materials industry, has risen to one the top producers of products in its field. Its success allows it to employ a workforce in the thousands in countries all over the world.

1411490/001"
"
              Senior Presales Consultant","Experian is looking for a Senior Presales Consultant to join our Decision Analytics team in Seoul. This exciting role centres around delivering a high quality experience to our customers during the acquisition, onboarding and solution delivery stages. In addition you’ll provide comprehensive and technical support to the sales team spanning best-in-class onboarding, customer management, fraud prevention and debt management solutions. You will help develop value propositions and serve as a trusted advisor to customers.

Experian Decision Analytics provides consulting, analytics, software and services that to help clients to make demonstrably better, more profitable decisions about their customers. We enable our clients to: Identify the most profitable segments, detect and manage fraud, reduce the risk of acquisition and origination, actively manage their portfolio dynamics, and optimize the collections and recovery of debt. Our software and consulting is a way for us to create more long-term client relationships and a more effective way for us to embed our range of analytic and data services.

What You’ll Need To Bring To The Role
Approximately 5 years’ experience consulting for either data quality, marketing or consumer related technology solutions in a commercial environmentAn understanding of common corporate IT/analytics/marketing execution environments and platforms, off-line and digitalExcellent questioning and business analysis techniques in order to identify customer needs, design business processes and identify and track business and technical requirementsProject management experience, particularly with projects involving both client and internal stakeholders

What you’ll be doing You will work to calculate and clearly articulate projected ROI/business benefits of solutions to customers as well as clearly articulate designs and requirements to delivery & development teamsYou will work with users to formulate and document business requirementsYou will act as an internal liaison between sales, delivery and product teams and ensure the commercial and technical viability of client solutions



More About You
Comfort juggling numerous priorities in a fast-paced working environment Experience working with data and using data to tell a story that supports a business strategy Proficiency in the application of Experian data, software and services would be an advantage, but not essentialKnowledge of some common tools (e.g. ETL, GIS, Data Quality) and languages (e.g. Java, SAS, SPSS, R, SQL) would be an advantage

Why this role is critical to us
Our business only thrives if we’re effectively supporting our sales and technical experts to meet client needsThis team is integral to delivering successful client outcomes that align to their business goals

Why us
We’re a high-performance and driven team but we don’t forget to celebrate success We offer strong career and international opportunities for high performers We’re one of the most successful teams in Experian globally We invest heavily in our products and our people We offer training and support from experienced consultants and managers, and dedicated learning & development time"
"
              Partner Marketing Manager","Description

Amazon Web Services (AWS) provides companies of all sizes with an infrastructure web services platform in the cloud (“cloud computing”). Customers across Korea, as well as hundreds of thousands of customers in more than 190 countries are able to use compute power, storage, and many other services – gaining access to a suite of elastic IT infrastructure services as your business demands them.

Amazon Web Services (AWS), a subsidiary of Amazon.com, is seeking a talented and an experienced Partner Marketing Manager who will be responsible for driving and implementing the Partner marketing events & programs strategy of AWS in Korea to build awareness and accelerate adoption of AWS.

Responsibilities

As Partner Marketing Manager - Korea, you are responsible for driving the success of AWS among consulting partners, technology partners and global ISV partners in Korea. You will be responsible for defining and driving the partner marketing programs & events for Korea and will also work with Partner Marketing Managers in APAC, the US and in other geographies to deliver global partner marketing and partner-led marketing campaigns. You will develop and deliver both “to partner” and “through partner” marketing programs to support the growth objectives of the region. Key responsibilities include:
 Own a core set Korea “to partner” marketing programs with responsibility for building the program strategy and resources to scale across the market. Develop and execute customer-driven, marketing strategies and programs that will increase customer demand, sales, and positively impact Amazon Web Services brand equity. Work directly with strategic partners in country to build and execute joint-marketing plans to acquire new customers, retain and grow existing customers and deliver growth in revenue from AWS services. Localize and execute global partner marketing programs and campaigns in country. Constantly seek to improve upon communications to partners so that partners are aware of the full scope of marketing resources and support that AWS has to offer. Drive interlock and alignment with the Field Marketing team to ensure that Partner Marketing programs amplify the AWS marketing priorities in country. Organize, assist and implement partner-led marketing events, including exhibitions, seminars and tradeshows. Develop audience-specific messaging and positioning in close cooperation with key stakeholders and translate messaging into meaningful collateral. Monitor and support partner utilization of MDF and enable appropriate spend of MDF on marketing initiatives including being an expert resource on process, guidelines and options for partners. Measure key metrics and KPIs and insuring all established goals, objectives and deliverables are met. Manage local marketing agency resources to deliver partner marketing programs to the partner ecosystem at scale. Act as the primary marketing contact for the Partner Manager Team in Korea, including regular participation in team calls, in-person meetings and planning sessions.
This is a unique opportunity to play a key role in an incredibly fast growing business. The ideal candidate will have creative marketing ideas to combine with extensive analytic and data-driven customer demand generation experience. Ability to effectively communicate with some of the most agile technology companies in the industry, including both technical and non-technical audiences is critical. You should be detail-oriented and organized, capable of handling multiple projects at once, and comfortable dealing with ambiguity and rapidly changing priorities. A solid understanding of cloud architecture and the cloud landscape are critical to this role.


Basic Qualifications
 10+ years of B2B marketing experience in a technology environment directly supporting sales teams such as Field Marketing, Alliance Marketing, or Partner Marketing. Experience in developing partner-facing programs and communications. Strong experience in managing multiple partners of varied sizes to build marketing programs appropriate for their goals. Experience in managing agencies to deliver partner marketing programs at scale. Bachelor’s degree in business, marketing, technology, or relevant field of study. Demonstrated success in event management, product management, and/or project management. A willingness to travel and ability to work independently and autonomously. Fluency in spoken and written English.
Preferred Qualifications
 Good written communications skills for both English and Korean. Highly organized, data-driven and detail oriented. Thrives in a fast-paced environment with the ability to prioritize, pivot and problem-solve. Interested in building programs and processes from the ground up and comfortable in ambiguous environments. Ability to manage time and juggle multiple priorities to execute high quality deliverables. Skilled negotiator with proven experience finding creative ways to do more with less, and a track record of staying on budget. Superior oral and written communication skills with an innate attention to detail. Experience working in a fast-paced and highly cross-functional organization. Excel at cross-group collaboration, creative thinking, problem solving and have a bias for action. A strong team player – comfortable and motivated working in a collaborative environment.

Company - Amazon Web Services Korea LLC
Job ID: A1262376"
"
              Field Sales Executive - Renewals","Wolters Kluwer Clinical Effectiveness is looking for a Field Sales Executive to be respondible for the renewal of Wolters Kluwer accounts in Korea. Reporting to the Korea Country Manager, and based from a home office, your responsibilities will include

Responsibilities
Presenting the value of the Clinical Effectiveness Product suite offering to a diverse audience, in order to retain our existing customer base and grow revenues year on year.Cross-sell and Up-sell complementary solutions from the Clinical Effectiveness (CE) Portfolio – CDIManaging the renewal process within your assigned accounts to ensure account growth and minimize account attritionCommunicating annual price increases, generating and closing renewal contracts in a timely mannerWorking with assigned customers to implement a strategy, and internal marketing campaigns, to promote, and increase usage to eligible users – via demonstrations and presentations to physicians, end users, hospital management and librariansProactively developing new relationships with key clinical staff, senior hospital management, IT, and other decision makers, within our existing customer base, as well as other influencers in the sales processPreparing, and analyzing usage data reports to monitor and assess usage at trial sites, and existing subscribers.Attending local medical conferences (and at times international events), to promote and demonstrate UpToDate to potential costumers - institutional or individuals. This occasionally requires weekend travel and time away from homeSetting up, and providing, training sessions for customers - including ‘C’ Suite, Clinicians and end user.Manage and develop your sales pipeline to ensure achievement of quarterly, and annual revenue sales targets


Requirements
At least 5 years proven sales experience – ideally gained from selling complex healthcare solutions/services into the hospital/healthcare market (such as Healthcare IT solutions/ Medical software or similar)Comfortable establishing contact and selling to all levels in the organization including physicians, medical librarians and, most importantly, top managementAble to think outside the box and confident in expressing ideasExcellent communication, presentation, training and interpersonal skillsAble to build rapport with people easily, at any level, and develop long term relationshipsWell organized, with a strong attention to detail is a mustAble to work from a home office environmentExcellent IT skills – including Microsoft Word, Excel and PowerPointStrong knowledge of, and understanding, of a CRM system e.g. SalesLogix/Salesforce.com - or similarA team player, able to work autonomously as and when requiredConfident presenting to a diverse audienceWilling and able to travel to client sites/congresses and some International company meetings 30-40% (may vary by quarter) as well as International company meetings (1-2 annually)

Why join Wolters Kluwer

Wolters Kluwer Health's Clinical Effectiveness (CE) organization is a fast-growing and innovation-driven healthcare information technology (HIT) provider working on the front lines of clinical care. Our talented team of physician editors, technologists, and product visionaries collaborate to provide advanced clinical decision support solutions that measurably improve clinical effectiveness by helping clinicians provide optimal care for their patients. Its industry-leading solutions include UpToDate and a suite of offerings provided by Clinical Drug Information. UpToDate clinical decision support is trusted by over 1 million clinicians in more than 170 countries to help them strengthen point-of-care decision making. More than 60 research studies show UpToDate helps improve patient care and hospital performance, including reduced lengths of stay, adverse complications and mortality. Clinical Drug Information provides an aligned medication decision support solution, including both EMR-integrated drug data and point-of-care drug reference information, featuring Lexicomp, Medi-Span, and Facts & Comparisons applications. Impacting more than 13 million lives a day, Clinical Drug Information solutions help save time, reduce medication errors, and enhance patient outcomes for thousands of hospitals and health systems, top-grossing retail pharmacies and payers, and tens of thousands of individual clinicians worldwide.

Wolters Kluwer continuously strives for an inclusive company culture in which we attract, develop, and retain high-performing, productive, engaged, and diverse talent to deliver on our strategy. As a global company, having a diverse workforce from different backgrounds, nationalities, races, genders, gender identities, ages, sexual orientations, physical disabilities, religions, expertises and talents is of the utmost importance.

 

 

          직급
        

          해당 없음
        




          업계
        


              IT
            

              컴퓨터 소프트웨어
            

              금융 서비스
            




        고용형태
      

        풀타임
      





          직종
        


              영업
            

              사업개발"
"
              IoT Architect","Description

Are you passionate about the intersection of cloud computing, big data, smarter edge and the Internet-of-Things (IoT)? Do you have a unique combination of deep technical knowledge, business acumen and strong interpersonal skills? Amazon Web Services (AWS) is seeking an IoT Data Architect to work with our customers to craft cloud-based IoT solutions.

At AWS, customer obsession is in our DNA. The successful candidate will become a trusted adviser to our Customers and will work with AWS sales, business development, solution architects, and our IoT service team to drive IoT data and analytics related adoption and revenue. This role will also include showcasing service such as AWS IoT Analytics, AWS IoT Events, AWS IoT SiteWise, Amazon S3, AWS Glue, Amazon Kinesis, Amazon Timestream, Amazon Athena, Amazon QuickSight.

Would you like to be part of a team focused on increasing adoption of the AWS platform by engaging with companies and app developers building IoT data and analytics solutions? Do you have the business savvy and the technical background necessary to help further establish AWS as the preferred platform for IoT solutions?

Here Are Some Other Qualities We Are Looking For
 Be great fun to work with. At AWS, we have a credo of “Work hard. Have fun. Make history”. In this role, you will love what you do, and instinctively know how to make work fun. You will be dynamic and creative, and willing to take on any challenge and make a big impact. Enjoy working with customers of all shapes and sizes. You will have a passion for educating, training, designing, and building cloud solutions for a diverse and challenging set of customers ranging from small businesses to large public sector organizations.
Roles And Responsibilities
 Direct impact to business outcomes by architect end-to-end solutions for our customers using AWS IoT and other AWS services. Develop high volume and high velocity IoT data ingestion and processing solutions. This includes edge analytics, machine learning and advanced analytics solutions to create actionable intelligence. In partnership with the business development, solution architects and sales team, formulate and execute a strategy to drive adoption of AWS IoT and data services. Conduct one-to-few and one-to-many training sessions to transfer knowledge to our Customers who are considering or already using AWS. Capture and share best-practice knowledge amongst the AWS community. Author and contribute to AWS customer-facing publications such as blogs, white papers. Build deep relationships with senior technical individuals within Customers to enable them to be cloud advocates. Act as a technical liaison between customers, service engineering teams and support. This is a customer facing role. You will be required to travel to client locations and deliver professional services when needed.

Basic Qualifications
 Bachelor's degree or equivalent experience. 15+ years of experience of IT solution implementation in a highly technical and analytical role. 8+ years of experience in application architecture, data and database architecture, and networking. Experience with high volume and high velocity data ingestion, processing and end-to-end data management lifecycle Experience working with external or internal Customers to implement large-scale solutions. Deep understanding of several types of databases (i.e. RDBMS, NoSQL, MPP), stream processing and time-series processing and analytics. Experience developing business intelligence solutions, reporting and dashboards. Experience handling and analyzing IoT, M2M or Historian data for consumer products or industrial use cases.
Preferred Qualifications
 Masters or PhD in Computer Science, Physics, Engineering or Mathematics. Intermediate/advanced knowledge of cloud services, market segments, customer base and industry verticals. Prior experience in a technical role within a services organization. Presentation skills with a high degree of comfort with both large and small audiences. High level of comfort communicating effectively across internal and external organizations. Understanding of application, server, and network security and compliance requirements such as FedRAMP and HIPAA. Experience developing solutions leveraging data science and machine learning. Experience programming applications backed by cloud services. Demonstrated ability to adapt to new technologies and learn quickly.
Amazon is an equal opportunities employer. We believe passionately that employing a diverse workforce is central to our success. We make recruiting decisions based on your experience and skills. We value your passion to discover, invent, simplify and build.

아마존은 구성원의 다양성과 포용적 기업정책 및 조직문화를 만들어 가고 있습니다. 아마존은 공정한 기회를 제공하며, 인종, 국적, 성별, 성별정체성, 성적지향, 나이, 보훈, 장애여부 등 업무수행와 관련없는 다양성을 차별하지 않습니다. 관련하여 도움이 필요하시면 연락바랍니다.

#aws-korea-proserv-ap
#AWSKOREA


Company - Amazon Web Services Korea LLC
Job ID: A1179387"
